Artist,Song,cluster id,confidence
pixies,wave of mutilation,,
pixies,break my body,,
plain white ts,rhythm of love,,
plain white ts,hey there delilah,,
plain white ts,shouldve gone to bed,,
plain white ts,let me take you there,,
plain white ts,our time now,,
plain white ts,hate (i really dont like you),,
plain white ts,take me away,,
players since creation,thnks fr th mmrs,,
plumb,faithful,,
poison,nothin but a good time,214.0,0.967822730309422
poison,nothin but a good time - 2006 - remaster,214.0,0.967822730309422
poison,talk dirty to me - 2006 - remaster,215.0,0.9641699790954591
poison,nothin but a good time - remastered 2006,,
poison,talk dirty to me,215.0,0.9641699790954591
polo y los apson,el ultimo beso,,
pomplamoose,pharrell mashup,,
poolside,harvest moon,,
pop evil,deal with the devil,,
pop evil,divide,,
pop evil,breathe,,
pop evil,trenches,,
pop evil,flawed,,
porcelain raft,drifting in and out,,
porter robinson,say my name (radio edit),,
portugal. the man,keep on,,
portugal. the man,number one (feat. richie havens son little),,
portugal. the man,rich friends,,
portugal. the man,purple yellow red and blue,216.0,0.9686522483825684
portugal. the man,tidal wave,,
portugal. the man,holy roller (hallelujah),,
portugal. the man,purple yellow red and blue - passion pit remix,216.0,0.9686522483825684
portugal. the man,noise pollution (feat. mary elizabeth winstead zoe manville) - version a vocal up mix 1.3,,
portugal. the man,feel it still,,
portugal. the man,live in the moment,,
portugal. the man,easy tiger,,
portugal. the man,the sun,,
portugal. the man,all your light (times like these),,
portugal. the man,modern jesus,,
post malone,sunflower - spider-man: into the spider-verse,,
post malone,wow.,,
post malone,circles,,
post malone,psycho (feat. ty dolla ign),,
post malone,rockstar,217.0,0.9535515904426576
post malone,rockstar (feat. 21 savage),217.0,0.9535515904426576
powerman 5000,when worlds collide,,
powerspace,sleep everyone...,,
pretenders,the man you are,,
pretty sister,pony,,
priestess,lay down,,
primus,john the fisherman,,
prince,purple rain,,
prince,kiss,,
prince,1999,,
prince,raspberry beret,,
prince,funknroll,,
prince,lets go crazy,,
priscilla g,im so lucky,,
protest the hero,bloodmeat,,
protest the hero,sequoia throne,,
prozac daisies,jenny 8675309,,
psy,gangnamseutail,,
psychostick,girl directions,,
puddle of mudd,blurry,,
puddle of mudd,bleed - non-lp version,,
puddle of mudd,she hates me,,
puhdys,teenage wasteland,,
punch brothers,julep,,
punchline,somewhere in the dark,,
punk shop boys,im not sick but im not well,,
purity ring,crawlersout,,
purity ring,push pull,,
purity ring,fineshrine,,
purity ring,obedear,,
pyramid,coles memories - original mix,,
q lazzarus,goodbye horses,,
qft sounds,exotic nature,,
quadron,favorite star,,
queen,another one bites the dust,218.0,0.969433069229126
queen,youre my best friend - 2011 remaster,219.0,0.5936093011652819
queen,crazy little thing called love,220.0,0.9706571102142334
queen,breakthru,221.0,0.9555888175964355
queen,we will rock you,,
queen,dont stop me now,222.0,0.9641699790954591
queen,dont stop me now - remastered 2011,222.0,0.9641699790954591
queen,under pressure (rah mix),,
queen,breakthru - remastered 2011,221.0,0.9555888175964355
queen,youre my best friend,219.0,0.9672894525146344
queen,youre my best friend - remastered 2011,219.0,0.5935705641674303
queen,bohemian rhapsody,,
queen,fat bottomed girls - remastered 2011,,
queen,we are the champions,,
queen,crazy little thing called love - remastered 2011,220.0,0.9706571102142334
queen,killer queen - remastered 2011,,
queen,fat bottomed girls - single version,,
queen,bicycle race,,
queen,seven seas of rhye,,
queen,somebody to love,,
queen,another one bites the dust - remastered 2011,218.0,0.969433069229126
queens of the stone age,suture up your future,,
queens of the stone age,fortress,,
queens of the stone age,villains of circumstance,,
queens of the stone age,domesticated animals,,
queens of the stone age,no one knows,,
queens of the stone age,the way you used to do,,
queens of the stone age,go with the flow,,
queens of the stone age,i sat by the ocean,,
queens of the stone age,the evil has landed,,
queens of the stone age,little sister,,
queens of the stone age,3s 7s,,
quiet riot,metal health (bang your head),,
quiet riot,cum on feel the noize,,
quietdrive,carry on my wayward son,,
quietdrive,rush together,,
quietdrive,say say say,,
quietdrive,africa,,
quietdrive,time after time,,
r. kelly,i believe i can fly,,
r. kelly,ignition - remix,,
r.e.m.,orange crush,223.0,0.9634756445884703
r.e.m.,let me in - remix,,
r.e.m.,losing my religion,,
r.e.m.,orange crush - remastered,223.0,0.9634756445884703
r.e.m.,its the end of the world as we know it (and i feel fine),,
reo speedwagon,take it on the run,224.0,0.968271017074585
reo speedwagon,cant fight this feeling,,
reo speedwagon,roll with the changes,,
reo speedwagon,keep on loving you,,
reo speedwagon,take it on the run - remastered,224.0,0.968271017074585
rich chigga,glow like dat,,
ra ra riot,angel please,,
ra ra riot,dance with me,,
ra ra riot,beta love,,
radical something,lookin for love,,
radical something,say yes,,
radical something,be easy (feat. kinetics),,
radical something,you feel amazing,,
radical something,escape,,
radical something,acid rain,,
radiohead,creep - acoustic,,
radiohead,burn the witch,,
rae sremmurd,td up,,
rage against the machine,testify,,
rage against the machine,killing in the name,,
rainer maria,breakfast of champions,,
ram jam,black betty,,
rameses b,new horizons (vip),,
ramin djawadi,goodbye brother,,
ramin djawadi,heir to winterfell,,
ramin djawadi,im all out of beer,,
ramin djawadi,jons honor,,
ramin djawadi,a marine and his rifle,,
ramon ayala y sus bravos del norte,tragos amargos,,
ramones,i wanna be sedated,,
rancid,salvation,,
random forest,shadows fall,,
ras g,juju,,
rascal flatts,what hurts the most,,
rascal flatts,life is a highway,225.0,0.968271017074585
rascal flatts,life is a highway - from cars,225.0,0.968271017074585
ratt,round and round,,
ray charles,whatd i say pt. i ii,226.0,0.8669867515563965
ray charles,whatd i say pt. 1 2,226.0,0.8669867515563965
red fang,prehistoric dog,,
red hot chili peppers,snow (hey oh),227.0,0.8235956430435181
red hot chili peppers,under the bridge,,
red hot chili peppers,otherside,,
red hot chili peppers,give it away,,
red hot chili peppers,dani california,,
red hot chili peppers,tell me baby,,
red hot chili peppers,higher ground - 2003 - remaster,,
red hot chili peppers,snow ((hey oh)),227.0,0.8235956430435181
red sparowes,in illusions of order,,
redbone,come and get your love,,
reel big fish,take on me - best of,228.0,0.9633328914642334
reel big fish,i know you too well to like you anymore,229.0,0.9759602546691896
reel big fish,sell out,,
reel big fish,take on me,228.0,0.9633328914642334
reel big fish,i know you too well to like you anymore - live,229.0,0.9759602546691896
rehab,1980,,
reik,voy a olvidarte,,
relient k,the only thing worse than beating a dead horse is betting on one,,
relient k,high of 75,,
relient k,must have done something right,,
relient k,when i go down,,
relient k,deathbed,,
relient k,i dont need a soul,,
relient k,im taking you with me,,
relient k,sadie hawkins dance,,
relient k,curl up and die,,
relient k,getting into you,,
relient k,savannah,,
relient k,my girls ex-boyfriend,,
relient k,be my escape,,
rev theory,hell yeah,,
rev theory,undefeated,,
reverend horton heat,psychobilly freakout,,
rhian sheehan,little sines,,
rhian sheehan,part 3,,
rhyme spectacle,i love my chick,,
richard armitage,misty mountains,,
richard cheese,welcome to the jungle (guns n roses),230.0,0.9687517881393432
richard cheese,creep,,
richard cheese,welcome to the jungle,230.0,0.9687517881393432
richard cheese,ice ice baby,,
richard cheese,lets get it started,,
richard cheese,hot for teacher,,
richard rodgers,edelweiss the sound of music,,
rick astley,never gonna give you up,,
rick james,super freak - pt. 1,,
rick ross,stay schemin,,
rick ross,push it,,
rick springfield,jessies girl,,
rick wakeman,morning has broken,,
ricky martin,perdoname - urban version,,
ricky martin,livin la vida loca,,
riddlin kids,pick up the pieces,,
rihanna,shut up and drive,,
rihanna,tony pelton vs rihanna - where have you been,,
rihanna,pour it up,,
rihanna,push up on me - moto blanco,,
rihanna,umbrella,,
rihanna,fourfiveseconds,,
rihanna,dont stop the music,,
rihanna,consideration,,
rihanna,sm,,
rihanna,american oxygen,,
rihanna,disturbia,,
rihanna,love on the brain,,
rihanna,love the way you lie (part ii),231.0,0.974492073059082
rihanna,drunk on love,,
rihanna,stay,,
rihanna,we found love (feat. calvin harris),,
rihanna,love the way you lie (part ii) - pt. 2,231.0,0.974492073059082
rise against,savior,,
rise against,broken english,,
rise against,the eco-terrorist in me,,
rise against,give it all,,
rise against,dead ringer,,
rise against,survive,,
rise against,collapse (post-amerika),,
rise against,audience of one,,
rise against,swing life away,,
rise against,ready to fall,,
rise against,hairline fracture,,
rise against,re-education (through labor),,
rise against,prayer of the refugee,,
rise against,wait for me,,
rittz,in my zone,,
rixton,me and my broken heart,,
rixton,wait on me,,
rizzle kicks,skip to the good bit,,
rizzle kicks,down with the trumpets,,
rizzle kicks,tell her,,
rizzle kicks,when i was a youngster,,
rizzle kicks,mama do the hump,,
rob thomas,this is how a heart breaks,,
rob zombie,dragula,,
robert palmer,she makes my day,,
robert palmer,addicted to love,,
robin schulz,sun goes down (feat. jasmine thompson) - radio mix,,
robin thicke,blurred lines,,
robyn,dancing on my own - radio edit,232.0,0.8637156693398335
robyn,dancing on my own - radio version,232.0,0.8635099629573257
robyn,dancing on my own,232.0,0.9668217034818414
robyn sherwell,islander,,
roger bart,go the distance,,
roisto,apart in love,,
romance on a rocketship,skin bones,,
romeo santos,propuesta indecente,,
romeo santos,por un segundo - live - the king stays king version,,
rooney,when did your heart go missing,,
rooney,i cant get enough,,
rosemary clooney,fancy meeting you here - remastered,,
roxy music,eight miles high - 1999 digital remaster,,
roy orbison,oh pretty woman,,
roy orbison,you got it,,
royal blood,hole,,
royal blood,ten tonne skeleton,,
royal crown revue,hey pachuco,,
royal liverpool philharmonic orchestra,all of me,,
royal tongues,higher,,
rudimental,not giving in (feat. john newman alex clare),233.0,0.9550279378890992
rudimental,feel the love - feat. john newman,,
rudimental,lay it all on me (feat. big sean vic mensa ed sheeran) - rudi vip mix,,
rudimental,not giving in,233.0,0.9550279378890992
rudimental,lay it all on me - rudi vip mix,,
run the jewels,blockbuster night part 1,,
rund.m.c.,walk this way (feat. aerosmith),,
rush,tom sawyer,,
rush,the trees,,
rush,yyz,,
rush,2112: overture / the temples of syrinx / discovery / presentation / oracle / soliloquy / grand finale - medley,,
rush,working man,,
rush,limelight,,
russ,what they want,,
rusted root,send me on my way,,
rustie,attak (feat. danny brown),,
ryan adams,jacksonville - paxam single series vol. 2,,
ryan adams,feels like fire,,
ryan adams,bad blood,,
ryan cabrera,true,,
royksopp,monument (the inevitable end version),234.0,0.855571985244751
royksopp,do it again,,
royksopp,what else is there,,
royksopp,monument - the inevitable end version,234.0,0.855571985244751
royksopp,remind me - radio edit,,
s club 7,bring it all back,,
sbtrkt,temporary view,,
sbtrkt,new dorp. new york,,
sohn,bloodflows,,
sr-71,1985 (original version),,
sr-71,goodbye,,
streams of dreams,softly sampled nature sounds,,
syml,girl - acoustic,,
said the whale,i love you,,
saint motel,move,,
saint motel,midnight movies,,
saint motel,local long distance relationship (la2ny),,
saint motel,sweet talk,,
saint motel,slow motion,,
saint motel,born again,,
saint motel,happy accidents,,
saint motel,you can be you,,
saint motel,getaway,,
saint motel,for elise,,
saint motel,dear dictator,,
saint motel,at least i have nothing,,
saint motel,destroyer,,
saint petersburg radio and tv symphony orchestra,the sleeping beauty op. 66 act i no.6: valse (waltz),,
sam cooke,cupid,,
sam cooke,(what a) wonderful world,,
sam feldt,midnight hearts - extended mix,,
sam hunt,body like a back road,,
sam hunt,ex to see,,
sam hunt,leave the night on,,
sam smith,im not the only one,,
sam smith,stay with me,,
sam sparro,pocket,,
sam sparro,21st century life,,
sammy adams,just sayin,,
sammy adams,action,,
sammy adams,you girl,,
sammy adams,l.a. story,235.0,0.9561154842376708
sammy adams,coast 2 coast,,
sammy adams,yea yea,,
sammy adams,comin up,,
sammy adams,all night longer,,
sammy adams,l.a. story (feat. mike posner),235.0,0.9561154842376708
sammy davis jr.,paris is at her best in may,,
sammy davis jr.,the candy man,,
sammy hagar,boys night out,,
samuel e. wright,under the sea,,
san cisco,no friends,,
san cisco,too much time together,,
san cisco,awkward - ep version,,
san cisco,hey did i do you wrong,,
sanctus real,pray,,
santana,smooth,,
santana,smooth (feat. rob thomas),,
santigold,l.e.s. artistes,,
sara bareilles,i choose you,,
savage,swing,,
savannah outen,out of the woods (acoustic) feat. jake coco,,
saves the day,at your funeral,,
saving abel,addicted,,
saxon shore,replacement driver,,
saxon shore,a greatness at the cost of goodness,,
say anything,colorblind,,
say anything,belt,,
saywecanfly,heaven is hell,,
schoolboy q,hands on the wheel (feat. aap rocky),236.0,0.9656128883361816
schoolboy q,collard greens,,
schoolboy q,x (with 2 chainz saudi),,
schoolboy q,that part,,
schoolboy q,hands on the wheel,236.0,0.9656128883361816
schoolboy q,man of the year,,
schoolboy q,break the bank,,
scarlet grey,a pirates song,,
scatman john,scatman (ski-ba-bop-ba-dop-bop) - basic-radio,,
scenes from a movie,if its my game i cant lose,,
scenes from a movie,just ask us,,
school boy humor,this world,,
schoolyard heroes,bury the tooth of the hydra and a skeleton army will arise,,
scissor sisters,take your mama,,
scorpions,rock you like a hurricane,237.0,0.9703272581100464
scorpions,rock you like a hurricane - 2011 version,237.0,0.9703272581100464
scott bradlees postmodern jukebox,cant stop the feeling,,
scott bradlees postmodern jukebox,thrift shop,238.0,0.8488672375679016
scott bradlees postmodern jukebox,mr brightside,,
scott bradlees postmodern jukebox,me,,
scott bradlees postmodern jukebox,really dont care,,
scott bradlees postmodern jukebox,just dance,,
scott bradlees postmodern jukebox,look what you made me do,,
scott bradlees postmodern jukebox,mmmbop,,
scott bradlees postmodern jukebox,dancing with myself,,
scott bradlees postmodern jukebox,timber,,
scott bradlees postmodern jukebox,stacys mom,,
scott bradlee,thrift shop (bart baker electro swing club remix),238.0,0.8488672375679016
scott joplin,maple leaf rag,,
