Artist,Song,title
panic at the disco,hallelujah,hallelujah
panic at the disco,nine in the afternoon,nine in the afternoon
pantera,walk,walk
pantera,cowboys from hell,cowboys from hell
pantera,cowboys from hell - remastered album version,cowboys from hell
pantera,cowboys from hell - 2003 remaster,cowboys from hell
pantera,cowboys from hell - remastered,cowboys from hell
paolo nutini,new shoes,new shoes
paolo nutini,no other way,no other way
papa roach,help,help
papa roach,scars,scars
papa roach,last resort,last resort
paper tongues,ride to california,ride to california
paper tongues,trinity,trinity
parachute,cant help,cant help
parachute,kiss me slowly,kiss me slowly
parachute,something to believe in,something to believe in
parade of lights,golden - attom remix,golden - attom remix
paradise fears,battle scars (reprise),battle scars (reprise)
paramore,crushcrushcrush,crushcrushcrush
paramore,pressure,pressure
paramore,misery business,misery business
paramore,still into you,still into you
paramore,thats what you get,thats what you get
paramore,brick by boring brick,brick by boring brick
paramore,grow up,grow up
paramore,misery business - acoustic version,misery business
paramore,aint it fun,aint it fun
parov stelar,libella swing,libella swing
parov stelar,catgroove,catgroove
parov stelar,le piaf,le piaf
parov stelar,voodoo sonic,voodoo sonic
parov stelar,the mojo radio gang - radio version,the mojo radio gang (radioversion)
parov stelar,kisskiss,kisskiss
parov stelar,chambermaid swing - original,chambermaid swing - original
parov stelar,ragtime cat,ragtime cat
parov stelar,all night - extended club version,all night - extended club version
parov stelar,all night long (exdended mix),all night long (exdended mix)
parov stelar,the mojo radio gang (radioversion),the mojo radio gang (radioversion)
parov stelar trio,the invisible girl,the invisible girl
parov stelar trio,the invisible girl - original version,the invisible girl
party hit kings,bitches and bottles (lets get it started) tribute to dj khaled lil wayne t.i. future,bitches and bottles (lets get it started) tribute to dj khaled lil wayne t.i. future
passenger,let her go,let her go
passenger,night vision binoculars,night vision binoculars
passion pit,ill be alright,ill be alright
passion pit,sleepyhead,sleepyhead
passion pit,take a walk (el poco maro remix),take a walk (el poco maro remix)
passion pit,whole life story,whole life story
pat benatar,hit me with your best shot,hit me with your best shot
pat benatar,heartbreaker,heartbreaker
pat benatar,love is a battlefield,love is a battlefield
pat benatar,hit me with your best shot - 1999 digital remaster,hit me with your best shot
patent pending,up in my tower (feat. peach mario),up in my tower (feat. peach mario)
patent pending,dance till we die (bonus track),dance till we die (bonus track)
patrick lentz,wonder wall,wonder wall
patrick ohearn,beyond this moment,beyond this moment
patrick stump,love selfish love,love selfish love
patrick stump,this city,this city
paty cantu,dicen por ahi,dicen por ahi
paul anka,diana,diana
paul simon,me and julio down by the schoolyard,me and julio down by the schoolyard
paul simon,you can call me al,you can call me al
paulo londra,adan y eva,adan y eva
peabo bryson,a whole new world (aladdins theme),a whole new world (aladdins theme)
pearl jam,even flow,even flow
pearl jam,last kiss,last kiss
pearl jam,angel,angel
pearl jam,alive,alive
pedro capo,calma - remix,calma - remix
peking duk,high,high
penguin prison,multi millionaire - prince language instrumental remix,multi millionaire - prince language instrumental remix
penguin prison,the worse it gets,the worse it gets
pentatonix,la la latch,la la latch
pentatonix,rather be,rather be
people in planes,last man standing,last man standing
pepper,give it up (the dirty hot sex song),give it up (the dirty hot sex song)
perfume genius,grid,grid
perfume genius,queen,queen
periphery,overture,overture
periphery,scarlet,scarlet
periphery,icarus lives,icarus lives
periphery,the parade of ashes - written by vocalist spencer sotelo,the parade of ashes - written by vocalist spencer sotelo
perrin lamb,little bit,little bit
pet shop boys,love etc.,love etc.
peter bjorn and john,amsterdam,amsterdam
peter bjorn and john,young folks,young folks
peter bjorn and john,the chills,the chills
peter frampton,do you feel like we do,do you feel like we do
petit biscuit,sunset lover,sunset lover
phantogram,mouthful of diamonds,mouthful of diamonds
phantogram,as far as i can see,as far as i can see
phantogram,when im small,when im small
phantogram,nothing but trouble,nothing but trouble
pharrell williams,happy - from despicable me 2,happy - from despicable me 2
phil collins,youll be in my heart,youll be in my heart
phil collins,youll be in my heart - from tarzan/soundtrack version,youll be in my heart
phil collins,you cant hurry love - 2016 remaster,you cant hurry love - 2016 remaster
phil collins,against all odds (take a look at me now) - 2016 remastered,against all odds (take a look at me now) - 2016 remaster
phil collins,against all odds (take a look at me now) - 2016 remaster,against all odds (take a look at me now) - 2016 remaster
phil collins,you cant hurry love - 2016 remastered,you cant hurry love - 2016 remaster
philharmonic wind orchestra,moulin rouge - from moulin rougue,moulin rouge - from moulin rougue
phoenix,lisztomania,lisztomania
phoenix,1901,1901
phoenix,if i ever feel better,if i ever feel better
pilot,magic,magic
pinboys,my everlong,my everlong
pink gloves,80s girls,80s girls
pinn panelle,snow falls up,snow falls up
piso 21,te vi,te vi
pitbull,fireball (feat. john ryan),fireball
pitbull,fireball,fireball
pitbull,time of our lives,time of our lives
pixies,hey,hey
pixies,debaser,debaser
pixies,wave of mutilation,wave of mutilation
pixies,break my body,break my body
plain white ts,rhythm of love,rhythm of love
plain white ts,hey there delilah,hey there delilah
plain white ts,shouldve gone to bed,shouldve gone to bed
plain white ts,let me take you there,let me take you there
plain white ts,our time now,our time now
plain white ts,hate (i really dont like you),hate (i really dont like you)
plain white ts,take me away,take me away
players since creation,thnks fr th mmrs,thnks fr th mmrs
plumb,faithful,faithful
poison,nothin but a good time,nothin but a good time
poison,nothin but a good time - 2006 - remaster,nothin but a good time
poison,talk dirty to me - 2006 - remaster,talk dirty to me
poison,nothin but a good time - remastered 2006,nothin but a good time - remastered 2006
poison,talk dirty to me,talk dirty to me
polo y los apson,el ultimo beso,el ultimo beso
pomplamoose,pharrell mashup,pharrell mashup
poolside,harvest moon,harvest moon
pop evil,deal with the devil,deal with the devil
pop evil,divide,divide
pop evil,breathe,breathe
pop evil,trenches,trenches
pop evil,flawed,flawed
porcelain raft,drifting in and out,drifting in and out
porter robinson,say my name (radio edit),say my name (radio edit)
portugal. the man,keep on,keep on
portugal. the man,number one (feat. richie havens son little),number one (feat. richie havens son little)
portugal. the man,rich friends,rich friends
portugal. the man,purple yellow red and blue,purple yellow red and blue
portugal. the man,tidal wave,tidal wave
portugal. the man,holy roller (hallelujah),holy roller (hallelujah)
portugal. the man,purple yellow red and blue - passion pit remix,purple yellow red and blue
portugal. the man,noise pollution (feat. mary elizabeth winstead zoe manville) - version a vocal up mix 1.3,noise pollution (feat. mary elizabeth winstead zoe manville) - version a vocal up mix 1.3
portugal. the man,feel it still,feel it still
portugal. the man,live in the moment,live in the moment
portugal. the man,easy tiger,easy tiger
portugal. the man,the sun,the sun
portugal. the man,all your light (times like these),all your light (times like these)
portugal. the man,modern jesus,modern jesus
post malone,sunflower - spider-man: into the spider-verse,sunflower - spider-man: into the spider-verse
post malone,wow.,wow.
post malone,circles,circles
post malone,psycho (feat. ty dolla ign),psycho (feat. ty dolla ign)
post malone,rockstar,rockstar
post malone,rockstar (feat. 21 savage),rockstar
powerman 5000,when worlds collide,when worlds collide
powerspace,sleep everyone...,sleep everyone...
pretenders,the man you are,the man you are
pretty sister,pony,pony
priestess,lay down,lay down
primus,john the fisherman,john the fisherman
prince,purple rain,purple rain
prince,kiss,kiss
prince,1999,1999
prince,raspberry beret,raspberry beret
prince,funknroll,funknroll
prince,lets go crazy,lets go crazy
priscilla g,im so lucky,im so lucky
protest the hero,bloodmeat,bloodmeat
protest the hero,sequoia throne,sequoia throne
prozac daisies,jenny 8675309,jenny 8675309
psy,gangnamseutail,gangnamseutail
psychostick,girl directions,girl directions
puddle of mudd,blurry,blurry
puddle of mudd,bleed - non-lp version,bleed - non-lp version
puddle of mudd,she hates me,she hates me
puhdys,teenage wasteland,teenage wasteland
punch brothers,julep,julep
punchline,somewhere in the dark,somewhere in the dark
punk shop boys,im not sick but im not well,im not sick but im not well
purity ring,crawlersout,crawlersout
purity ring,push pull,push pull
purity ring,fineshrine,fineshrine
purity ring,obedear,obedear
pyramid,coles memories - original mix,coles memories - original mix
q lazzarus,goodbye horses,goodbye horses
qft sounds,exotic nature,exotic nature
quadron,favorite star,favorite star
queen,another one bites the dust,another one bites the dust
queen,youre my best friend - 2011 remaster,youre my best friend
queen,crazy little thing called love,crazy little thing called love
queen,breakthru,breakthru
queen,we will rock you,we will rock you
queen,dont stop me now,dont stop me now
queen,dont stop me now - remastered 2011,dont stop me now
queen,under pressure (rah mix),under pressure (rah mix)
queen,breakthru - remastered 2011,breakthru
queen,youre my best friend,youre my best friend
queen,youre my best friend - remastered 2011,youre my best friend
queen,bohemian rhapsody,bohemian rhapsody
queen,fat bottomed girls - remastered 2011,fat bottomed girls - remastered 2011
queen,we are the champions,we are the champions
queen,crazy little thing called love - remastered 2011,crazy little thing called love
queen,killer queen - remastered 2011,killer queen - remastered 2011
queen,fat bottomed girls - single version,fat bottomed girls - single version
queen,bicycle race,bicycle race
queen,seven seas of rhye,seven seas of rhye
queen,somebody to love,somebody to love
queen,another one bites the dust - remastered 2011,another one bites the dust
queens of the stone age,suture up your future,suture up your future
queens of the stone age,fortress,fortress
queens of the stone age,villains of circumstance,villains of circumstance
queens of the stone age,domesticated animals,domesticated animals
queens of the stone age,no one knows,no one knows
queens of the stone age,the way you used to do,the way you used to do
queens of the stone age,go with the flow,go with the flow
queens of the stone age,i sat by the ocean,i sat by the ocean
queens of the stone age,the evil has landed,the evil has landed
queens of the stone age,little sister,little sister
queens of the stone age,3s 7s,3s 7s
quiet riot,metal health (bang your head),metal health (bang your head)
quiet riot,cum on feel the noize,cum on feel the noize
quietdrive,carry on my wayward son,carry on my wayward son
quietdrive,rush together,rush together
